-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,,
Location: latitude  39.3405   longitude -95.7227 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR,WS10M,CLRSKY_SFC_SW_DWN
2022,10,20,4.21,13.1,49.42,0,3.98,4.5
2022,10,21,4.25,17.02,42.31,0,5.66,4.52
2022,10,22,4.29,19.68,51.85,0,6.74,4.3
2022,10,23,3.55,23.58,54.88,0.07,11.26,4.01
2022,10,24,0.68,14.3,68.41,17.47,6.12,4.04
2022,10,25,3.71,8.8,55.39,0,5.38,4.31
2022,10,26,3.01,9.58,56.89,0.03,2.92,4.15
2022,10,27,3.06,10.65,62.16,0.36,4.94,4.05
2022,10,28,3.92,11.57,65.28,0.22,2.33,4
2022,10,29,3.32,11.15,60.6,0,2.54,3.94
2022,10,30,2.4,12.29,61.31,0,3.08,3.56
2022,10,31,3.57,13.13,52.74,0,2.77,3.83
2022,11,1,3.83,15.41,52.35,0,5.09,3.84
2022,11,2,3.22,16.57,67.35,0,7.33,3.78
2022,11,3,2.35,18.47,77.52,1.47,8.29,3.37
2022,11,4,0.4,6.93,87.29,56.22,6.67,3.29
2022,11,5,3.6,6.07,72.63,8.89,6.89,3.77
2022,11,6,3.44,8.39,71.64,0.18,4.48,3.63
2022,11,7,3.34,7.06,52.29,0.86,5.38,3.65
2022,11,8,1.17,12.65,74.29,0.05,6.29,3.17
2022,11,9,1.64,19.44,85.75,0.02,8.41,3.26
2022,11,10,1.13,13.47,66.42,2.74,8.96,3.12
2022,11,11,3.63,-1.89,55.29,0,7.25,3.66
2022,11,12,2.11,-4.64,66.53,0,4.26,3.7
2022,11,13,3.4,-1.98,68.1,0,3.67,3.55
2022,11,14,1.81,0.05,83.1,1.99,2.46,3.08
2022,11,15,2.33,-1.33,77.06,0.65,4.59,3.32
2022,11,16,3.07,-4.2,65.17,0,5.02,3.51
2022,11,17,1.91,-1.29,58.3,0,5.64,3.32
2022,11,18,3.27,-5.45,51.59,0,5.9,3.48
2022,11,19,3.2,-4.36,54.82,0,5.91,3.42
2022,11,20,3.3,-0.69,58.87,0,6.22,3.34
2022,11,21,3.27,2.39,63.61,0,3.05,3.29
2022,11,22,2.93,3.08,78.09,0,3.85,3.23
2022,11,23,2.34,6.53,90.46,0.02,4.62,2.98
2022,11,24,2.21,6.8,84.68,0.03,3.67,2.89
2022,11,25,3.14,3.83,68.48,0.01,2.74,3.15
2022,11,26,1.44,3.95,79.23,3.79,2.93,2.86
2022,11,27,1.88,3.31,74.51,3.47,5.81,2.81
2022,11,28,2.87,4,67.32,0,4.87,2.99
2022,11,29,0.69,2.36,72.82,0.01,7.83,2.85
2022,11,30,3.09,-3.26,53.19,0,4.46,3.11
2022,12,1,2.52,2.06,55.55,0,7.71,2.9
2022,12,2,2.28,5.99,67.57,0,10.81,2.71
2022,12,3,2.65,-3.73,52.43,0,4.17,3.04
2022,12,4,2.42,0.33,63.29,0,3.48,2.88
2022,12,5,2.18,3.08,78.01,0,3.65,2.64
2022,12,6,1.31,1.51,76.79,0,2.71,2.51
2022,12,7,1.96,2.37,80.43,0,2.58,2.63
2022,12,8,0.3,3.53,91.65,1.59,3.46,2.3
2022,12,9,0.83,1.29,85.51,0.01,3.84,2.71
2022,12,10,1.52,1.25,85.92,0.09,2.25,2.76
2022,12,11,1.07,-0.91,90.25,0,3.3,2.71
2022,12,12,0.64,2.61,93.95,9.38,6.68,2.58
2022,12,13,1.06,6.44,77.77,8.8,7.86,2.45
2022,12,14,1.91,-0.86,69.35,0,6.11,2.72
2022,12,15,1.33,-2.13,69.02,0,7.88,2.77
2022,12,16,1.78,-3.1,63.37,0,7.98,2.81
2022,12,17,2.51,-3.6,55.69,0,6.73,2.86
2022,12,18,2.65,-4.67,74.99,0,3.24,2.79
2022,12,19,0.66,-0.07,91.61,1.72,4.32,2.32
2022,12,20,0.97,-8.65,64.92,0.01,5.21,2.79
2022,12,21,0.72,-4.77,81.42,1.62,4.12,2.53
2022,12,22,1.6,-18.31,57.6,0.95,11.84,2.9
2022,12,23,2.39,-15.75,58.09,0,10.35,2.95
2022,12,24,2.04,-12.73,58.1,0,5.53,2.84
2022,12,25,1.53,-9.31,71.43,0.03,4.61,2.75
2022,12,26,1.91,-7.77,72.07,0,7.09,2.81
2022,12,27,2.06,-3.98,73.34,0,7.77,2.72
2022,12,28,1.79,3.24,87.14,0.01,7.8,2.48
2022,12,29,2.58,4.45,87.98,0.03,6.46,2.73
2022,12,30,2.49,0.42,87.96,0,2.38,2.81
2022,12,31,2.12,3.83,90.26,0,4.11,2.66
2023,1,1,2.05,4.43,86.36,0.01,3.48,2.55
2023,1,2,0.33,5.15,96.11,8.73,4.36,2.12
2023,1,3,0.67,1.96,82.47,0.13,6.12,2.76
2023,1,4,2.23,0.02,73.89,0,6.47,2.84
2023,1,5,2.79,-0.79,74.25,0,5.4,2.88
2023,1,6,2.39,0.95,69.86,0,3.9,2.76
2023,1,7,1.21,-1.44,75.66,0,4.56,2.33
2023,1,8,2.71,0.52,71.2,0,2.65,2.87
2023,1,9,2.55,2.22,83.42,0,4.55,2.83
2023,1,10,2.36,3.08,85.88,0,3.04,2.91
2023,1,11,1.85,1.82,88.19,0.04,5.01,2.77
2023,1,12,0.87,-2.33,75.8,0.36,8.71,3.07
2023,1,13,2.34,-3.32,73.14,0,2.96,3.13
2023,1,14,1.81,0.65,78.26,0,6.47,2.96
2023,1,15,1.51,4.79,89.91,0,8.02,2.9
2023,1,16,2.39,6.84,82.94,0,7.62,2.95
2023,1,17,1.57,1.58,84.29,0,3.55,3.05
2023,1,18,0.54,0.51,93.49,15.59,4.67,2.8
2023,1,19,1.36,-2.12,89.6,2.56,6.12,3.17
2023,1,20,2.12,-2.53,91.88,0.39,2.21,3.21
2023,1,21,0.4,-1.16,96.04,7.09,1.47,2.95
2023,1,22,1.18,-3.55,95.28,0.43,3.14,3.25
2023,1,23,2.69,-2.8,87.5,0.07,3.51,3.39
2023,1,24,1.32,-0.65,93.35,0.99,1.77,3.15
2023,1,25,1.67,-2.92,81.81,0.81,6.5,3.39
2023,1,26,2.67,-6.44,79.34,0,4.9,3.57
2023,1,27,3.32,1.11,73.93,0,5.49,3.51
2023,1,28,2.26,-0.72,84.83,0,6.45,3.31
2023,1,29,2.8,-10.33,66.04,0,7.91,3.41
2023,1,30,2.35,-10.15,60.91,0,5.12,3.56
2023,1,31,3.39,-8.52,63.6,0,2.36,3.68
2023,2,1,3.64,-4.24,61,0,4.5,3.84
2023,2,2,3.63,-3.25,65.69,0,6.43,3.69
2023,2,3,3.7,-6.71,57.8,0,4.31,3.74
2023,2,4,2.63,1.94,79.06,0,6.79,3.74
2023,2,5,3.57,4.45,75.32,0,3.62,3.83
2023,2,6,3.06,5.93,81.55,0,7.27,3.54
2023,2,7,4.03,3.38,65.38,0,3.99,4.08
2023,2,8,1.83,2.31,70.46,16.23,3.11,3.78
2023,2,9,1.85,0.93,86.15,6.76,7.07,3.82
2023,2,10,4.16,-3.78,66.54,0.01,4.05,4.28
2023,2,11,4.24,-0.81,64.4,0,3.98,4.29
2023,2,12,3.7,2.61,73.51,0,4.86,4.24
2023,2,13,4.27,3.97,74.05,0.01,4.19,4.29
2023,2,14,1.42,6.98,83.88,10.4,8.01,3.78
2023,2,15,2.11,-0.09,75.32,1.35,6.62,4.2
2023,2,16,1.14,-4.25,76.7,1.72,6.8,4.42
2023,2,17,4.58,-1.55,65.66,0,4.64,4.65
2023,2,18,4.02,2.79,61.18,0,8.07,4.65
2023,2,19,4.36,2.87,75.47,0.04,4.04,4.47
2023,2,20,4.06,4.7,70.67,0,4.2,4.55
2023,2,21,3.97,4.85,73.07,0,5.22,4.47
2023,2,22,1.71,4.58,87.77,0.86,4.77,4.36
2023,2,23,4.95,-6.11,52.72,0,7.34,4.99
2023,2,24,2.56,-6.59,65.43,0.46,3.96,4.63
2023,2,25,4.45,-1.95,69.11,0,2.94,4.73
2023,2,26,1.83,4.2,87.65,14.37,5.08,4.42
2023,2,27,4.74,9.35,75.88,13.95,8.33,4.85
2023,2,28,4.88,6.33,75.44,0.01,3.68,4.96
2023,3,1,5.23,6.12,62.13,0,5.04,5.24
2023,3,2,2.39,0.28,77.08,0.6,5.21,5
2023,3,3,4.41,4.84,70.23,2.95,4.6,4.97
2023,3,4,4.57,5.91,70.3,0.16,4.21,5.07
2023,3,5,4.93,9.94,72.37,0.03,5.75,4.99
2023,3,6,4.93,6.29,74.46,0.01,6.57,5.25
2023,3,7,3.48,3.63,77.63,1.16,4.91,5.03
2023,3,8,0.75,5.04,90.16,1.37,3.53,5.2
2023,3,9,1.68,3.56,82.05,4.21,4.45,4.97
2023,3,10,1.97,0.98,78.68,0.02,3.44,5.55
2023,3,11,0.6,2.24,90.15,6.9,5.39,5.05
2023,3,12,5.15,-0.04,69.02,0.03,6.8,5.84
2023,3,13,3.65,-2.77,71.78,0,4.56,5.95
2023,3,14,5.79,0.91,71.33,0,4.53,5.81
2023,3,15,4.53,8.54,71.98,0,9.12,5.58
2023,3,16,0.72,5.24,79.8,6.97,9.41,5.43
2023,3,17,4.71,-0.54,65.09,0.11,6.85,6.13
2023,3,18,4,-5.04,55.35,0.02,7.62,6.36
2023,3,19,6.46,-0.93,53.33,0,4.89,6.5
2023,3,20,5.64,5.89,59.35,0,8.68,6.04
2023,3,21,1.14,5.45,90.92,1.62,6.41,5.65
2023,3,22,1.85,8.02,93.87,0.31,3.94,5.78
2023,3,23,2.88,4.33,79.92,0.16,5.75,5.82
2023,3,24,4.16,4.71,75.8,3.96,4.7,5.92
2023,3,25,4.92,8.51,74.18,2.67,3.37,6.17
2023,3,26,2.18,3.67,77.56,0.11,5.45,6.35
2023,3,27,6.18,2.56,66.52,0.79,3.41,6.41
2023,3,28,6.52,3.76,65.63,0.41,3.77,6.55
2023,3,29,6.12,6.39,65.72,0,3.6,6.35
2023,3,30,4.33,12.51,81.32,0,9.05,5.94
2023,3,31,5.13,16.03,64.5,0.17,10.72,6.52
2023,4,1,6.44,7.2,47.15,0,6.89,6.83
2023,4,2,6.47,13.26,57.96,0,5.62,6.73
2023,4,3,3.22,11.67,81.94,0,5.3,6.53
2023,4,4,5.49,16.18,73.79,5.57,7.5,6.4
2023,4,5,7.24,4.16,55.47,0.78,7.1,7.25
2023,4,6,7.04,5.69,54.29,0,2.69,7.24
2023,4,7,7.26,9.78,54.64,0,4.52,7.27
2023,4,8,7.23,11.1,60.6,0,4.98,7.24
2023,4,9,6.04,13.49,71.64,0.01,4.82,7.06
2023,4,10,5.61,15.53,81.75,3.35,3.59,6.3
2023,4,11,6.96,16.96,72.13,0.07,5.47,6.97
2023,4,12,7.2,18.46,61.71,0,7.7,7.24
2023,4,13,7.29,18.68,63.56,0,7.64,7.33
2023,4,14,6.25,19.86,68.49,12.4,7.55,6.96
2023,4,15,1.33,9.67,74.85,12.79,7.44,6.93
2023,4,16,6.73,8.17,50.13,0,9.27,7.43
2023,4,17,7.39,10.82,50.24,0,3.62,7.39
2023,4,18,6.85,17.28,68.11,0,6.72,7.14
2023,4,19,4.27,20.88,73.92,6.58,9.11,7.14
2023,4,20,4.43,14.99,70.36,21.22,7.09,7.34
2023,4,21,7.17,8.31,51.57,0,6.68,7.81
2023,4,22,5.28,4.74,59.63,0,5.96,7.76
2023,4,23,7.12,6.33,55.52,0,3.54,7.73
2023,4,24,5.45,10.05,62.67,0,5.09,7.49
2023,4,25,5.39,12.06,71.81,0,2.84,7.55
2023,4,26,5.97,11.97,72.92,0,4.65,7.41
2023,4,27,4.73,13.18,74.86,0.11,2.33,7.54
2023,4,28,2.63,12.02,79.27,4,4.25,6.98
2023,4,29,7.51,12.9,58.08,0.01,5.84,7.93
2023,4,30,7.59,10.2,51.77,0,8.23,8.09
2023,5,1,8.24,10.27,47.64,0,6.93,8.25
2023,5,2,8.41,10.76,49.66,0,5.48,8.41
2023,5,3,8.2,13.72,48.29,0,2.1,8.25
2023,5,4,4.21,15,70.71,3.3,5.14,7.31
2023,5,5,3.92,18.16,83.12,4.6,4.81,7.33
2023,5,6,6.76,22.86,75.27,0.45,4.82,7.87
2023,5,7,7.59,23.63,73.46,5.13,5.09,7.64
2023,5,8,7.87,21.14,66.98,1.51,4.03,7.92
2023,5,9,3.61,20.03,71,2.25,4.63,7.84
2023,5,10,6.24,20.97,84.37,6.02,3.34,7.44
2023,5,11,2.76,20.43,87.57,3.68,5.42,7.29
2023,5,12,5.62,22.66,86.36,4.41,5.23,7.64
2023,5,13,7.51,22.2,69.64,0.51,3.76,7.94
2023,5,14,4.85,22.2,75.11,6.31,2.28,7.47
2023,5,15,1.48,15.84,89.01,33.43,4.4,7.36
2023,5,16,4.7,15.9,81.18,2.11,2.62,7.8
2023,5,17,7.52,19.18,66.04,0,2.55,7.71
2023,5,18,7.25,20.6,69.82,0.94,3.01,7.93
2023,5,19,3.12,15.03,70.74,2.59,5.21,6.96
2023,5,20,8.24,14.51,64.2,0,2.07,8.25
2023,5,21,8.15,17.2,63.17,0,2.51,8.33
2023,5,22,6.92,18.64,66.81,0,3,7.87
2023,5,23,7.38,20.25,59.11,0,2.77,8.05
2023,5,24,7.51,21.25,63.83,1.42,2.83,7.97
2023,5,25,5.72,21.94,68.8,3.3,3.3,7.77
